                  创业板50 (399673) 
      时间	    开盘	    最高	    最低	    收盘	         成交量	  MA2.MA1   	  MA2.MA2   	  MA2.MA3   	  MA2.MA4   	  MA2.MA5   	  MA2.MA6   	  MA2.MA7   	  MA2.MA8   	  MA2.MA9   	  MA2.MA10  	  AMO.AMOW  	  AMO.AMO1  	  AMO.AMO2  	 MACD.DIF   	 MACD.DEA   	 MACD.MACD  	 
 2017/02/22	 1729.47	 1735.31	 1719.17	 1729.71	        5602515	    1710.02	    1712.45	    1701.14	    1791.98	    1896.83	    1973.65	           	           	           	           	 1050789.75	  924557.00	  976178.94	     -10.62	     -18.45	      15.67	
 2017/02/23	 1728.07	 1730.24	 1715.51	 1730.23	        5524002	    1715.22	    1713.45	    1704.53	    1787.65	    1894.39	    1972.08	           	           	           	           	  965965.75	  963132.75	  964574.00	      -8.28	     -16.42	      16.28	
 2017/02/24	 1728.99	 1748.18	 1726.87	 1743.33	        6364274	    1726.10	    1716.67	    1706.77	    1783.84	    1892.00	    1970.54	           	           	           	           	 1198090.50	 1027333.75	  986654.56	      -5.31	     -14.20	      17.77	
 2017/02/27	 1743.03	 1748.40	 1728.79	 1730.78	        5732004	    1732.18	    1717.57	    1708.18	    1779.42	    1889.37	    1969.04	           	           	           	           	 1055385.50	 1085434.75	  982015.44	      -3.92	     -12.14	      16.44	
 2017/02/28	 1730.00	 1734.82	 1722.92	 1730.79	        4346883	    1732.97	    1718.46	    1711.10	    1775.06	    1886.89	    1967.45	           	           	           	           	  814383.19	 1016922.94	  959715.06	      -2.79	     -10.27	      14.96	
 2017/03/01	 1729.26	 1740.28	 1727.01	 1733.08	        4881656	    1733.64	    1721.83	    1713.82	    1770.70	    1884.34	    1965.76	           	           	           	           	  917455.06	  990256.00	  957406.50	      -1.69	      -8.56	      13.73	
 2017/03/02	 1736.31	 1738.58	 1715.13	 1716.21	        5020632	    1730.84	    1723.03	    1715.04	    1765.64	    1881.62	    1964.13	           	           	           	           	 1085666.75	 1014196.19	  988664.50	      -2.16	      -7.28	      10.24	
 2017/03/03	 1710.59	 1723.72	 1701.34	 1718.84	        5157009	    1725.94	    1726.02	    1716.76	    1760.71	    1878.90	    1962.55	           	           	           	           	 1219994.13	 1018576.94	 1022955.38	      -2.28	      -6.28	       7.99	
 2017/03/06	 1719.84	 1754.26	 1719.84	 1754.26	        7440190	    1730.64	    1731.41	    1719.16	    1757.00	    1876.46	    1961.77	           	           	           	           	 1642290.50	 1135957.88	 1110696.38	       0.47	      -4.93	      10.79	
 2017/03/07	 1757.32	 1768.77	 1748.53	 1768.77	        6732389	    1738.23	    1735.60	    1722.96	    1753.65	    1874.25	    1961.15	           	           	           	           	 1517755.75	 1276632.50	 1146777.75	       3.77	      -3.19	      13.92	
 2017/03/08	 1768.27	 1768.27	 1749.68	 1752.43	        5367743	    1742.10	    1737.87	    1725.16	    1750.59	    1871.98	    1961.04	           	           	           	           	 1193855.75	 1331912.63	 1161084.25	       5.02	      -1.55	      13.13	
 2017/03/09	 1750.96	 1752.81	 1738.92	 1748.26	        5895575	    1748.51	    1739.68	    1726.56	    1747.25	    1869.60	    1960.71	           	           	           	           	 1287701.25	 1372319.50	 1193257.88	       5.60	      -0.12	      11.44	
 2017/03/10	 1746.53	 1752.09	 1740.60	 1743.73	        4910751	    1753.49	    1739.71	    1728.19	    1744.22	    1866.89	    1960.06	           	           	           	           	 1147096.13	 1357739.88	 1188158.38	       5.64	       1.03	       9.21	
 2017/03/13	 1742.50	 1763.74	 1730.73	 1763.50	        5729767	    1755.34	    1742.99	    1730.28	    1741.75	    1864.43	    1959.50	           	           	           	           	 1296083.50	 1288498.50	 1212228.25	       7.18	       2.26	       9.83	
 2017/03/14	 1757.71	 1763.03	 1740.27	 1745.67	        6570975	    1750.72	    1744.47	    1731.47	    1740.85	    1861.70	    1959.27	           	           	           	           	 1737557.25	 1332458.75	 1304545.63	       6.88	       3.18	       7.38	
 2017/03/15	 1738.38	 1756.29	 1727.46	 1748.49	        6712725	    1749.93	    1746.02	    1733.92	    1740.00	    1859.22	    1958.86	           	           	           	           	 1743202.50	 1442328.13	 1387120.38	       6.79	       3.91	       5.77	
 2017/03/16	 1747.50	 1757.43	 1747.20	 1755.86	        5647466	    1751.45	    1749.98	    1736.51	    1739.57	    1857.26	    1958.28	           	           	           	           	 1398618.38	 1464511.50	 1418415.50	       7.23	       4.57	       5.32	
 2017/03/17	 1756.86	 1772.76	 1740.05	 1740.07	        7233677	    1750.72	    1752.10	    1739.06	    1738.61	    1855.25	    1957.76	           	           	           	           	 1670983.63	 1569289.00	 1463514.50	       6.24	       4.90	       2.66	
 2017/03/20	 1738.72	 1742.98	 1727.83	 1742.98	        5490612	    1746.61	    1750.98	    1741.19	    1737.32	    1853.31	    1957.37	           	           	           	           	 1192941.63	 1548660.63	 1418579.63	       5.62	       5.05	       1.14	
 2017/03/21	 1742.28	 1750.00	 1737.10	 1747.92	        4714174	    1747.06	    1748.89	    1742.25	    1736.41	    1851.22	    1957.02	           	           	           	           	 1128732.00	 1426895.63	 1379677.25	       5.46	       5.13	       0.67	
 2017/03/22	 1736.48	 1741.68	 1720.93	 1727.07	        5836739	    1742.78	    1746.35	    1742.11	    1735.06	    1849.01	    1956.25	           	           	           	           	 1312227.50	 1340700.63	 1391514.38	       3.62	       4.83	      -2.42	
 2017/03/23	 1728.96	 1737.35	 1704.11	 1722.17	        5469622	    1736.04	    1743.75	    1741.71	    1733.55	    1846.74	    1955.56	           	           	           	           	 1226292.50	 1306235.50	 1385373.50	       1.74	       4.21	      -4.94	
 2017/03/24	 1721.73	 1738.77	 1717.33	 1735.82	        4886691	    1735.19	    1742.95	    1741.33	    1732.38	    1844.54	    1954.98	           	           	           	           	 1047782.19	 1181595.13	 1375442.13	       1.33	       3.63	      -4.60	
